index,timestamp_utc,delta_ms,direction,group,command,cmd_value,kind,status,decoded,payload_len,payload_hex
0,2026-08-27 19:59:48.654385,,APP->RADIO,basic,GET_DEV_INFO,4,request,,payload=03,1,03
1,2026-08-27 19:59:48.803690,149.305,RADIO->APP,basic,GET_DEV_INFO,4,response,success,payload=00 06 01 04 01 00 90 d0 68 1e 54,11,00 06 01 04 01 00 90 d0 68 1e 54
2,2026-08-27 19:59:48.807753,4.063,APP->RADIO,basic,SET_POSITION,32,request,,payload=14 c7 2e c7 cd f2 00 2d 00 00 00 5a 6a 80 c5 34 00 06,18,14 c7 2e c7 cd f2 00 2d 00 00 00 5a 6a 80 c5 34 00 06
3,2026-08-27 19:59:48.807753,0.000,APP->RADIO,basic,GET_VOLUME,22,request,,,0,
4,2026-08-27 19:59:48.854140,46.387,APP->RADIO,basic,REGISTER_NOTIFICATION,6,request,,payload=01 0e,2,01 0e
5,2026-08-27 19:59:48.859606,5.466,APP->RADIO,basic,READ_SETTINGS,10,request,,,0,
6,2026-08-27 19:59:48.859606,0.000,APP->RADIO,basic,SET_HL,44,request,,payload=01,1,01
7,2026-08-27 19:59:48.897931,38.325,RADIO->APP,basic,SET_POSITION,32,response,success,payload=00,1,00
8,2026-08-27 19:59:48.898892,0.961,RADIO->APP,basic,GET_VOLUME,22,response,success,payload=00 00 0f,3,00 00 0f
9,2026-08-27 19:59:48.961574,62.682,RADIO->APP,basic,EVENT_NOTIFICATION,9,notification,,notification=htStatusChanged,5,01 84 01 00 00
10,2026-08-27 19:59:48.962760,1.186,RADIO->APP,basic,EVENT_NOTIFICATION,9,notification,,notification=freqModeStatusChanged,15,0e 00 00 00 00 00 00 00 00 00 00 00 00 00 00
11,2026-08-27 19:59:49.383216,420.456,RADIO->APP,basic,READ_SETTINGS,10,response,success,payload=00 5d 54 a7 47 1a 1e 1c a0 a1 01 0c 00 00 00 00 78 00 00 00 00 00 00,23,00 5d 54 a7 47 1a 1e 1c a0 a1 01 0c 00 00 00 00 78 00 00 00 00 00 00
12,2026-08-27 19:59:49.387889,4.673,RADIO->APP,basic,SET_HL,44,response,success,payload=00,1,00
13,2026-08-27 19:59:49.388894,1.005,APP->RADIO,basic,READ_RF_CH,13,request,,payload=00,1,00
14,2026-08-27 19:59:49.550282,161.388,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 00 08 b9 46 c0 08 c2 6e 80 31 ba 31 ba d4 00 4f 54 56 41 52 43 00 00 00 00,26,00 00 08 b9 46 c0 08 c2 6e 80 31 ba 31 ba d4 00 4f 54 56 41 52 43 00 00 00 00
15,2026-08-27 19:59:49.555145,4.863,APP->RADIO,basic,READ_RF_CH,13,request,,payload=01,1,01
16,2026-08-27 19:59:49.780572,225.427,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 01 1a 89 f9 d0 1a 3d ae 90 31 ba 31 ba d4 00 4f 54 56 41 52 43 32 00 00 00,26,00 01 1a 89 f9 d0 1a 3d ae 90 31 ba 31 ba d4 00 4f 54 56 41 52 43 32 00 00 00
17,2026-08-27 19:59:49.785425,4.853,APP->RADIO,basic,READ_RF_CH,13,request,,payload=02,1,02
18,2026-08-27 19:59:49.919473,134.048,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 02 08 a0 19 70 08 a9 41 30 30 0c 30 0c d4 00 53 6b 79 6c 69 6e 65 00 00 00,26,00 02 08 a0 19 70 08 a9 41 30 30 0c 30 0c d4 00 53 6b 79 6c 69 6e 65 00 00 00
19,2026-08-27 19:59:49.923833,4.360,APP->RADIO,basic,READ_RF_CH,13,request,,payload=03,1,03
20,2026-08-27 19:59:49.959105,35.272,RADIO->APP,basic,EVENT_NOTIFICATION,9,notification,,notification=htStatusChanged,5,01 84 03 00 00
21,2026-08-27 19:59:50.020243,61.138,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 03 08 b5 4f 20 08 be 76 e0 27 10 27 10 d4 00 53 74 6f 6e 65 00 00 00 00 00,26,00 03 08 b5 4f 20 08 be 76 e0 27 10 27 10 d4 00 53 74 6f 6e 65 00 00 00 00 00
22,2026-08-27 19:59:50.060440,40.197,APP->RADIO,basic,READ_RF_CH,13,request,,payload=04,1,04
23,2026-08-27 19:59:50.193357,132.917,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 04 08 b9 94 e0 08 c2 bc a0 00 17 00 17 d4 00 4b 47 57 00 00 00 00 00 00 00,26,00 04 08 b9 94 e0 08 c2 bc a0 00 17 00 17 d4 00 4b 47 57 00 00 00 00 00 00 00
24,2026-08-27 19:59:50.197778,4.421,APP->RADIO,basic,READ_RF_CH,13,request,,payload=05,1,05
25,2026-08-27 19:59:50.305617,107.839,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 05 08 cc ce c0 08 c3 a7 00 27 10 27 10 d4 00 53 79 6c 76 61 6e 00 00 00 00,26,00 05 08 cc ce c0 08 c3 a7 00 27 10 27 10 d4 00 53 79 6c 76 61 6e 00 00 00 00
26,2026-08-27 19:59:50.307439,1.822,APP->RADIO,basic,READ_RF_CH,13,request,,payload=06,1,06
27,2026-08-27 19:59:50.505439,198.000,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 06 08 9d 0c 30 08 a6 33 f0 28 6e 28 6e d4 00 4e 65 77 62 65 72 67 31 00 00,26,00 06 08 9d 0c 30 08 a6 33 f0 28 6e 28 6e d4 00 4e 65 77 62 65 72 67 31 00 00
28,2026-08-27 19:59:50.521868,16.429,APP->RADIO,basic,READ_RF_CH,13,request,,payload=07,1,07
29,2026-08-27 19:59:50.685334,163.466,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 07 08 b8 5c 60 08 c1 84 20 31 ba 31 ba d4 00 4e 65 77 62 65 72 67 32 00 00,26,00 07 08 b8 5c 60 08 c1 84 20 31 ba 31 ba d4 00 4e 65 77 62 65 72 67 32 00 00
30,2026-08-27 19:59:50.689946,4.612,APP->RADIO,basic,READ_RF_CH,13,request,,payload=08,1,08
31,2026-08-27 19:59:50.797692,107.746,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 08 08 b8 aa 80 08 c1 d2 40 27 10 27 10 d4 00 53 68 65 72 77 6f 6f 64 00 00,26,00 08 08 b8 aa 80 08 c1 d2 40 27 10 27 10 d4 00 53 68 65 72 77 6f 6f 64 00 00
32,2026-08-27 19:59:50.807328,9.636,APP->RADIO,basic,READ_RF_CH,13,request,,payload=09,1,09
33,2026-08-27 19:59:50.894320,86.992,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 09 08 d1 fe e0 08 c8 d7 20 27 10 27 10 d4 00 43 65 64 61 72 48 69 6c 00 00,26,00 09 08 d1 fe e0 08 c8 d7 20 27 10 27 10 d4 00 43 65 64 61 72 48 69 6c 00 00
34,2026-08-27 19:59:50.897751,3.431,APP->RADIO,basic,READ_RF_CH,13,request,,payload=0a,1,0a
35,2026-08-27 19:59:51.081863,184.112,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 0a 1a 8c 43 c0 1a 3f f8 80 30 0c 30 0c 54 00 4b 4f 49 4e 20 54 77 72 00 00,26,00 0a 1a 8c 43 c0 1a 3f f8 80 30 0c 30 0c 54 00 4b 4f 49 4e 20 54 77 72 00 00
36,2026-08-27 19:59:51.099601,17.738,APP->RADIO,basic,READ_RF_CH,13,request,,payload=0b,1,0b
37,2026-08-27 19:59:51.205077,105.476,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 0b 08 a3 74 d0 08 a3 74 d0 00 00 00 00 5c 10 42 42 53 00 00 00 00 00 00 00,26,00 0b 08 a3 74 d0 08 a3 74 d0 00 00 00 00 5c 10 42 42 53 00 00 00 00 00 00 00
38,2026-08-27 19:59:51.206199,1.122,APP->RADIO,basic,READ_RF_CH,13,request,,payload=0c,1,0c
39,2026-08-27 19:59:51.245126,38.927,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 0c 08 9f cb 50 08 a8 f3 10 00 00 00 00 54 00 53 61 6c 65 6d 00 00 00 00 00,26,00 0c 08 9f cb 50 08 a8 f3 10 00 00 00 00 54 00 53 61 6c 65 6d 00 00 00 00 00
40,2026-08-27 19:59:51.256884,11.758,APP->RADIO,basic,READ_RF_CH,13,request,,payload=0d,1,0d
41,2026-08-27 19:59:51.334015,77.131,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 0d 08 9f c7 68 08 9f c7 68 00 00 00 00 54 00 53 61 6c 65 6d 44 00 00 00 00,26,00 0d 08 9f c7 68 08 9f c7 68 00 00 00 00 54 00 53 61 6c 65 6d 44 00 00 00 00
42,2026-08-27 19:59:51.339370,5.355,APP->RADIO,basic,READ_RF_CH,13,request,,payload=0e,1,0e
43,2026-08-27 19:59:51.415280,75.910,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 0e 19 17 f3 40 19 17 f3 40 00 00 00 00 1c 10 48 6f 75 73 65 00 00 00 00 00,26,00 0e 19 17 f3 40 19 17 f3 40 00 00 00 00 1c 10 48 6f 75 73 65 00 00 00 00 00
44,2026-08-27 19:59:51.423709,8.429,APP->RADIO,basic,READ_RF_CH,13,request,,payload=0f,1,0f
45,2026-08-27 19:59:51.511737,88.028,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 0f 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00,26,00 0f 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00
46,2026-08-27 19:59:51.524844,13.107,APP->RADIO,basic,READ_RF_CH,13,request,,payload=10,1,10
47,2026-08-27 19:59:51.635176,110.332,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 10 08 ac 9c 90 08 ac 9c 90 00 00 00 00 5c 00 57 69 6e 6c 69 6e 6b 00 00 00,26,00 10 08 ac 9c 90 08 ac 9c 90 00 00 00 00 5c 00 57 69 6e 6c 69 6e 6b 00 00 00
48,2026-08-27 19:59:51.637669,2.493,APP->RADIO,basic,READ_RF_CH,13,request,,payload=11,1,11
49,2026-08-27 19:59:51.685187,47.518,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 11 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00,26,00 11 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00
50,2026-08-27 19:59:51.686829,1.642,APP->RADIO,basic,READ_RF_CH,13,request,,payload=12,1,12
51,2026-08-27 19:59:51.724166,37.337,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 12 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00,26,00 12 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00
52,2026-08-27 19:59:51.728551,4.385,APP->RADIO,basic,READ_RF_CH,13,request,,payload=13,1,13
53,2026-08-27 19:59:51.853412,124.861,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 13 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00,26,00 13 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00
54,2026-08-27 19:59:51.857758,4.346,APP->RADIO,basic,READ_RF_CH,13,request,,payload=14,1,14
55,2026-08-27 19:59:51.926797,69.039,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 14 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00,26,00 14 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00
56,2026-08-27 19:59:51.928183,1.386,APP->RADIO,basic,READ_RF_CH,13,request,,payload=15,1,15
57,2026-08-27 19:59:52.003944,75.761,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 15 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00,26,00 15 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00
58,2026-08-27 19:59:52.058107,54.163,APP->RADIO,basic,READ_RF_CH,13,request,,payload=16,1,16
59,2026-08-27 19:59:52.168134,110.027,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 16 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00,26,00 16 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00
60,2026-08-27 19:59:52.184461,16.327,APP->RADIO,basic,READ_RF_CH,13,request,,payload=17,1,17
61,2026-08-27 19:59:52.244239,59.778,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 17 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00,26,00 17 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00
62,2026-08-27 19:59:52.246226,1.987,APP->RADIO,basic,READ_RF_CH,13,request,,payload=18,1,18
63,2026-08-27 19:59:52.334010,87.784,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 18 1a ba 6c 28 1a 6e 20 e8 29 e0 29 e0 dc 00 4b 52 37 49 53 00 00 00 00 00,26,00 18 1a ba 6c 28 1a 6e 20 e8 29 e0 29 e0 dc 00 4b 52 37 49 53 00 00 00 00 00
64,2026-08-27 19:59:52.337086,3.076,APP->RADIO,basic,READ_RF_CH,13,request,,payload=19,1,19
65,2026-08-27 19:59:52.411524,74.438,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 19 18 33 11 80 18 33 11 80 00 00 00 00 0d 10 53 41 52 53 41 54 00 00 00 00,26,00 19 18 33 11 80 18 33 11 80 00 00 00 00 0d 10 53 41 52 53 41 54 00 00 00 00
66,2026-08-27 19:59:52.414634,3.110,APP->RADIO,basic,READ_RF_CH,13,request,,payload=1a,1,1a
67,2026-08-27 19:59:52.505956,91.322,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 1a 1a 88 d4 d8 1a 3c 89 98 2b 52 2b 52 54 00 54 69 67 61 72 64 43 65 72 74,26,00 1a 1a 88 d4 d8 1a 3c 89 98 2b 52 2b 52 54 00 54 69 67 61 72 64 43 65 72 74
68,2026-08-27 19:59:52.508016,2.060,APP->RADIO,basic,READ_RF_CH,13,request,,payload=1b,1,1b
69,2026-08-27 19:59:52.587718,79.702,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 1b 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00,26,00 1b 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00
70,2026-08-27 19:59:52.589649,1.931,APP->RADIO,basic,READ_RF_CH,13,request,,payload=1c,1,1c
71,2026-08-27 19:59:52.673902,84.253,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 1c 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00,26,00 1c 00 00 00 00 00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00
72,2026-08-27 19:59:52.675829,1.927,APP->RADIO,basic,READ_RF_CH,13,request,,payload=1d,1,1d
73,2026-08-27 19:59:52.682703,6.874,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 1d 08 9b 37 70 08 9b 37 70 00 00 00 00 5c 10 41 50 52 53 00 00 00 00 00 00,26,00 1d 08 9b 37 70 08 9b 37 70 00 00 00 00 5c 10 41 50 52 53 00 00 00 00 00 00
74,2026-08-27 19:59:52.685722,3.019,APP->RADIO,basic,READ_RF_CH,13,request,,payload=fb,1,fb
75,2026-08-27 19:59:52.711493,25.771,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 fb 00 00 00 00 00 00 00 00 00 00 00 00 14 00 00 00 00 00 00 00 00 00 00 00,26,00 fb 00 00 00 00 00 00 00 00 00 00 00 00 14 00 00 00 00 00 00 00 00 00 00 00
76,2026-08-27 19:59:52.714387,2.894,APP->RADIO,basic,READ_RF_CH,13,request,,payload=fc,1,fc
77,2026-08-27 19:59:52.722656,8.269,RADIO->APP,basic,READ_RF_CH,13,response,success,payload=00 fc 00 00 00 00 00 00 00 00 00 00 00 00 14 00 00 00 00 00 00 00 00 00 00 00,26,00 fc 00 00 00 00 00 00 00 00 00 00 00 00 14 00 00 00 00 00 00 00 00 00 00 00
78,2026-08-27 19:59:52.724524,1.868,APP->RADIO,basic,READ_BSS_SETTINGS,33,request,,payload=03,1,03
79,2026-08-27 19:59:52.732757,8.233,RADIO->APP,basic,READ_BSS_SETTINGS,33,response,success,payload=00 00 14 70 00 00 00 00 00 4b 4b 37 56 5a 54 00 00 00 00 00 00 55 56 2d 50 72 6f 20 48 54 43 6f 6d 6d 61 6e 64 65 72 2f 2d 4b 4b 37 56 5a 54 00 ...(+5B),53,00 00 14 70 00 00 00 00 00 4b 4b 37 56 5a 54 00 00 00 00 00 00 55 56 2d 50 72 6f 20 48 54 43 6f 6d 6d 61 6e 64 65 72 2f 2d 4b 4b 37 56 5a 54 00 00 00 00 00 00
80,2026-08-27 19:59:52.736824,4.067,APP->RADIO,basic,GET_APRS_PATH,72,request,,,0,
81,2026-08-27 19:59:52.751704,14.880,RADIO->APP,basic,GET_APRS_PATH,72,response,success,payload=00 57 49 44 45 31 2d 31 2c 57 49 44 45 32 2d 31 00,17,00 57 49 44 45 31 2d 31 2c 57 49 44 45 32 2d 31 00
82,2026-08-27 19:59:52.781079,29.375,APP->RADIO,basic,SET_TIME,70,request,,payload=6a 80 c5 38,4,6a 80 c5 38
83,2026-08-27 19:59:52.781079,0.000,APP->RADIO,basic,SET_PHONE_STATUS,51,request,,payload=00 00 00 00 00 00,6,00 00 00 00 00 00
84,2026-08-27 19:59:52.781079,0.000,APP->RADIO,basic,SET_PHONE_STATUS,51,request,,payload=00 00 00 00 00 00,6,00 00 00 00 00 00
85,2026-08-27 19:59:52.837400,56.321,RADIO->APP,basic,SET_TIME,70,response,invalidParameter,payload=05,1,05
86,2026-08-27 19:59:52.838635,1.235,RADIO->APP,basic,SET_TIME,70,response,success,payload=00,1,00
87,2026-08-27 19:59:53.387875,549.240,RADIO->APP,basic,SET_PHONE_STATUS,51,response,success,payload=00,1,00
88,2026-08-27 19:59:53.603118,215.243,APP->RADIO,basic,GET_PF,55,request,,,0,
89,2026-08-27 19:59:53.603118,0.000,APP->RADIO,basic,GET_VOLUME,22,request,,,0,
90,2026-08-27 19:59:53.642538,39.420,RADIO->APP,basic,SET_PHONE_STATUS,51,response,success,payload=00,1,00
91,2026-08-27 19:59:53.781602,139.064,APP->RADIO,basic,READ_STATUS,5,request,,payload=00 02,2,00 02
92,2026-08-27 19:59:53.781602,0.000,APP->RADIO,basic,READ_REGION_NAME,73,request,,payload=00,1,00
93,2026-08-27 19:59:53.814104,32.502,RADIO->APP,basic,GET_PF,55,response,success,payload=00 06 00 08 06 04 00 02 0e 16 00 18 05 14 10 12 0f,17,00 06 00 08 06 04 00 02 0e 16 00 18 05 14 10 12 0f
94,2026-08-27 19:59:53.846552,32.448,RADIO->APP,basic,GET_VOLUME,22,response,success,payload=00 00 0f,3,00 00 0f
95,2026-08-27 19:59:53.856920,10.368,APP->RADIO,basic,READ_STATUS,5,request,,payload=00 02,2,00 02
96,2026-08-27 19:59:53.880360,23.440,RADIO->APP,basic,READ_STATUS,5,response,success,payload=00 00 02 20 0b,5,00 00 02 20 0b
97,2026-08-27 19:59:53.883818,3.458,APP->RADIO,basic,READ_STATUS,5,request,,payload=00 03,2,00 03
98,2026-08-27 19:59:53.897577,13.759,RADIO->APP,basic,READ_REGION_NAME,73,response,success,payload=00 00 48 6f 6d 65 00 00 00 00 00 00,12,00 00 48 6f 6d 65 00 00 00 00 00 00
99,2026-08-27 19:59:53.900883,3.306,APP->RADIO,basic,READ_REGION_NAME,73,request,,payload=01,1,01
100,2026-08-27 19:59:53.931175,30.292,RADIO->APP,basic,READ_STATUS,5,response,success,payload=00 00 02 20 0b,5,00 00 02 20 0b
101,2026-08-27 19:59:53.934188,3.013,APP->RADIO,basic,READ_STATUS,5,request,,payload=00 03,2,00 03
102,2026-08-27 19:59:53.941178,6.990,RADIO->APP,basic,READ_STATUS,5,response,success,payload=00 00 03 ff,4,00 00 03 ff
103,2026-08-27 19:59:54.151776,210.598,RADIO->APP,basic,READ_REGION_NAME,73,response,success,payload=00 01 00 00 00 00 00 00 00 00 00 00,12,00 01 00 00 00 00 00 00 00 00 00 00
104,2026-08-27 19:59:54.156336,4.560,APP->RADIO,basic,READ_REGION_NAME,73,request,,payload=02,1,02
105,2026-08-27 19:59:54.194980,38.644,RADIO->APP,basic,READ_STATUS,5,response,success,payload=00 00 03 ff,4,00 00 03 ff
106,2026-08-27 19:59:54.374256,179.276,RADIO->APP,basic,READ_REGION_NAME,73,response,success,payload=00 02 48 61 77 61 69 69 00 00 00 00,12,00 02 48 61 77 61 69 69 00 00 00 00
107,2026-08-27 19:59:54.377689,3.433,APP->RADIO,basic,READ_REGION_NAME,73,request,,payload=03,1,03
108,2026-08-27 19:59:54.613134,235.445,RADIO->APP,basic,READ_REGION_NAME,73,response,success,payload=00 03 00 00 00 00 00 00 00 00 00 00,12,00 03 00 00 00 00 00 00 00 00 00 00
109,2026-08-27 19:59:54.616878,3.744,APP->RADIO,basic,READ_REGION_NAME,73,request,,payload=04,1,04
110,2026-08-27 19:59:54.656449,39.571,RADIO->APP,basic,READ_REGION_NAME,73,response,success,payload=00 04,2,00 04
111,2026-08-27 19:59:54.659450,3.001,APP->RADIO,basic,READ_REGION_NAME,73,request,,payload=05,1,05
112,2026-08-27 19:59:54.692496,33.046,RADIO->APP,basic,READ_REGION_NAME,73,response,success,payload=00 05 00 00 00 00 00 00 00 00 00 00,12,00 05 00 00 00 00 00 00 00 00 00 00
113,2026-08-27 19:59:57.794223,3101.727,APP->RADIO,basic,READ_STATUS,5,request,,payload=00 04,2,00 04
114,2026-08-27 19:59:57.866784,72.561,RADIO->APP,basic,READ_STATUS,5,response,success,payload=00 00 04 64,4,00 00 04 64
115,2026-08-27 19:59:58.004843,138.059,APP->RADIO,extended,VM_CONNECT,1600,request,,VM_CONNECT,0,
116,2026-08-27 19:59:58.054488,49.645,RADIO->APP,extended,VM_CONNECT,1600,response,success,VM_CONNECT,1,00
117,2026-08-27 19:59:58.057285,2.797,APP->RADIO,extended,REGISTER_BT_NOTIFICATION,16385,request,,payload=12,1,12
118,2026-08-27 19:59:58.057285,0.000,APP->RADIO,extended,VM_CONTROL,1602,request,,UPDATE_SYNC_REQ md5Tail=54 db 37 b6,7,13 00 04 54 db 37 b6
119,2026-08-27 19:59:58.088615,31.330,RADIO->APP,extended,REGISTER_BT_NOTIFICATION,16385,response,,payload=00 12,2,00 12
120,2026-08-27 19:59:58.578365,489.750,RADIO->APP,extended,VM_CONTROL,1602,response,success,VM_CONTROL reply,1,00
121,2026-08-27 19:59:58.612971,34.606,RADIO->APP,extended,BT_EVENT_NOTIFICATION,16387,notification,,UPDATE_SYNC_CFM updateState=0 md5Tail=54 db 37 b6,10,12 14 00 06 00 54 db 37 b6 03
122,2026-08-27 19:59:58.615903,2.932,APP->RADIO,extended,VM_CONTROL,1602,request,,UPDATE_START_REQ,3,01 00 00
123,2026-08-27 19:59:58.753802,137.899,RADIO->APP,extended,VM_CONTROL,1602,response,success,VM_CONTROL reply,1,00
124,2026-08-27 19:59:58.754922,1.120,RADIO->APP,extended,BT_EVENT_NOTIFICATION,16387,notification,,UPDATE_START_CFM code=OK,7,12 02 00 03 00 06 66
125,2026-08-27 19:59:58.757355,2.433,APP->RADIO,extended,VM_CONTROL,1602,request,,UPDATE_START_DATA_REQ,3,15 00 00
126,2026-08-27 19:59:58.796387,39.032,RADIO->APP,extended,VM_CONTROL,1602,response,success,VM_CONTROL reply,1,00
127,2026-08-27 19:59:58.797441,1.054,RADIO->APP,extended,BT_EVENT_NOTIFICATION,16387,notification,,UPDATE_DATA_BYTES_REQ bytesRequested=12 bytesSkip=0,12,12 03 00 08 00 00 00 0c 00 00 00 00
128,2026-08-27 19:59:58.799039,1.598,APP->RADIO,extended,VM_CONTROL,1602,request,,UPDATE_DATA isFinal=0 chunkLen=12 first=41 50 50 55 48 44 52 32,16,04 00 0d 00 41 50 50 55 48 44 52 32 00 00 00 1e
129,2026-08-27 19:59:58.881200,82.161,RADIO->APP,extended,VM_CONTROL,1602,response,success,VM_CONTROL reply,1,00
130,2026-08-27 19:59:58.882651,1.451,RADIO->APP,extended,BT_EVENT_NOTIFICATION,16387,notification,,UPDATE_DATA_BYTES_REQ bytesRequested=30 bytesSkip=0,12,12 03 00 08 00 00 00 1e 00 00 00 00
131,2026-08-27 19:59:58.885547,2.896,APP->RADIO,extended,VM_CONTROL,1602,request,,UPDATE_DATA isFinal=0 chunkLen=30 first=5a 41 52 4b 4f 56 37 37,34,04 00 1f 00 5a 41 52 4b 4f 56 37 37 00 01 00 00 00 02 00 00 ff ff 00 01 ff ff 00 01 00 02 00 00 00 01
132,2026-08-27 19:59:58.961358,75.811,RADIO->APP,extended,VM_CONTROL,1602,response,success,VM_CONTROL reply,1,00
133,2026-08-27 19:59:58.962536,1.178,RADIO->APP,extended,BT_EVENT_NOTIFICATION,16387,notification,,UPDATE_DATA_BYTES_REQ bytesRequested=12 bytesSkip=0,12,12 03 00 08 00 00 00 0c 00 00 00 00
134,2026-08-27 19:59:58.964089,1.553,APP->RADIO,extended,VM_CONTROL,1602,request,,UPDATE_DATA isFinal=0 chunkLen=12 first=50 41 52 54 44 41 54 41,16,04 00 0d 00 50 41 52 54 44 41 54 41 00 10 5c a6
135,2026-08-27 19:59:59.004013,39.924,RADIO->APP,extended,VM_CONTROL,1602,response,success,VM_CONTROL reply,1,00
136,2026-08-27 19:59:59.004869,0.856,RADIO->APP,extended,BT_EVENT_NOTIFICATION,16387,notification,,UPDATE_DATA_BYTES_REQ bytesRequested=6 bytesSkip=0,12,12 03 00 08 00 00 00 06 00 00 00 00
137,2026-08-27 19:59:59.006047,1.178,APP->RADIO,extended,VM_CONTROL,1602,request,,UPDATE_DATA isFinal=0 chunkLen=6 first=00 01 00 00 43 53,10,04 00 07 00 00 01 00 00 43 53
138,2026-08-27 19:59:59.463013,456.966,RADIO->APP,extended,VM_CONTROL,1602,response,success,VM_CONTROL reply,1,00
139,2026-08-27 19:59:59.464072,1.059,RADIO->APP,extended,BT_EVENT_NOTIFICATION,16387,notification,,UPDATE_DATA_BYTES_REQ bytesRequested=144 bytesSkip=0,12,12 03 00 08 00 00 00 90 00 00 00 00
140,2026-08-27 19:59:59.465821,1.749,APP->RADIO,extended,VM_CONTROL,1602,request,,UPDATE_DATA isFinal=0 chunkLen=144 first=52 2d 64 66 75 32 03 00,148,04 00 91 00 52 2d 64 66 75 32 03 00 92 5c 10 00 c8 04 44 46 55 20 4f 54 41 20 75 70 67 72 61 64 65 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 ...(+84B)
141,2026-08-27 19:59:59.545209,79.388,RADIO->APP,extended,VM_CONTROL,1602,response,success,VM_CONTROL reply,1,00
142,2026-08-27 19:59:59.546585,1.376,RADIO->APP,extended,BT_EVENT_NOTIFICATION,16387,notification,,UPDATE_DATA_BYTES_REQ bytesRequested=144 bytesSkip=0,12,12 03 00 08 00 00 00 90 00 00 00 00
